33
-91.7391 1296.84 4.125,3 1,undefined,,,
-513.47 1297.05 4.125,0 2,undefined,,,
-513.532 892.596 4.125,1 4 3,undefined,,,
-95.627 888.155 4.125,0 22 2,undefined,,,
-515.998 507.737 4.125,2 5,undefined,,,
-513.599 95.4036 4.125,4 6,undefined,,,
-517.385 -314.375 4.125,5 7,undefined,,,
-517.357 -733.17 4.125,6 8,undefined,,,
-517.011 -1147.4 4.125,7 9,undefined,,,
-120.81 -1178.33 4.125,8 10 14,undefined,,,
-84.3189 -752.401 4.125,9 11,undefined,,,
299.118 -751.464 4.125,10 12,undefined,,,
705.61 -762.512 4.125,11 13 16 17,undefined,,,
732.46 -1171.01 4.125,14 12 15,undefined,,,
314.28 -1171.1 4.125,13 9,undefined,,,
1122.23 -1173.9 4.125,13 16,undefined,,,
1134.21 -779.143 4.125,15 12 32,undefined,,,
711.291 -372.404 4.125,12 18 23,undefined,,,
307.242 -334.239 4.125,17 19,undefined,,,
307.287 62.6363 4.125,18 20 21 24,undefined,,,
-102.402 70.1358 4.125,19,undefined,,,
312.679 465.682 4.125,19 22 25,undefined,,,
-106.068 473.136 4.125,21 3,undefined,,,
912.448 -340.926 4.125,17,undefined,,,
487.993 73.6146 4.125,19,undefined,,,
293.392 879.101 4.125,21 26,undefined,,,
712.057 888.205 4.125,25 27,undefined,,,
723.093 473.955 4.125,26 28,undefined,,,
1128.75 470.504 4.125,27 29,undefined,,,
1537.53 471.798 4.125,28 30,undefined,,,
1542.56 85.6186 4.125,29 31,undefined,,,
1542.67 -336.824 4.125,30 32,undefined,,,
1542.76 -749.58 4.125,31 16,undefined,,,
