197
-966 71 10,,stand,,,
556 953 -63,2 10 11 30 29 40,stand,,,
616 1049 -63,1 3,stand,,,
641 1158 -63,2 4,stand,,,
795 1143 -63,3 5 11 13,stand,,,
1032 1128 -63,4 6 12,stand,,,
1078 1034 -63,5 13,stand,,,
1064 823 -63,8 14,stand,,,
875 807 -63,7 9 14,climb,,,
683 799 -63,8 10,stand,,,
627 930 -63,9 1 19,stand,,,
700 1037 -63,1 12 4,stand,,,
849 1037 -63,13 11 5,stand,,,
986 1035 -63,12 6 4 14 15,stand,,,
975 927 -63,7 13 8,stand,,,
951 997 -63,16 13,climb,,,
921 941 -29,17 15,climb,,,
802 946 -29,18 16,stand,,,
732 933 -29,19 17,climb,,,
682 895 -63,18 10,climb,,,
558 1136 -63,29 31 21,stand,,,
454 1136 -63,22 40 30 39 20,stand,,,
124 1136 -63,21 33 23 40 27,stand,,,
-161 1137 -59,24 22 27 39,stand,,,
-407 1142 -63,26 23 27 174 36,stand,,,
-581 1035 -61,26 169 174,stand,,,
-505 1042 -63,25 24 35 38,stand,,,
-221 1044 -63,35 39 36 23 24 32 22,stand,,,
244 1039 -63,39 40 32 31,stand,,,
530 1036 -63,20 1,stand,,,
524 894 -63,1 31 21 41 42,stand,,,
371 921 -63,30 20 32 28 42 41,stand,,,
136 938 -63,28 33 27 31 39 40,stand,,,
-224 953 -63,36 32 22,stand,,,
-586 955 -61,38 35 169 155,stand,,,
-404 989 -63,34 27 36 26 174 37 38,stand,,,
-344 886 -63,33 37 35 27 24 175,stand,,,
-409 852 -39,36 38 43 35,stand,,,
-521 877 -55,37 34 64 35 26,stand,,,
69 1033 -63,27 28 23 21 32,stand,,,
375 1034 -63,1 28 21 22 32,stand,,,
510 817 -15,42 30 31 55 56,stand,,,
381 817 -15,41 31 30 55 178,stand,,,
-416 745 0,44 57 37 82 115,stand,,,
-725 557 0,43 45 114,stand,,,
-733 63 0,44 58 61 111 65 176 141,stand,,,
-547 -267 0,47 58 59 60 133,stand,,,
-467 -649 -63,46 48 137,stand,,,
-189 -696 -63,47 49 123 140 124,stand,,,
399 -676 -63,48 50 128 127 135,stand,,,
466 -431 -15,49 51 134 138 127,stand,,,
541 -240 0,50 52 69 93 94 138 180,stand,,,
732 -36 0,51 53 70 89 93,stand,,,
732 314 0,52 54 70 76 92 91 84,stand,,,
734 579 0,53 55 77 86,stand,,,
478 711 0,54 42 41 56 79 77 86 178,stand,,,
240 693 0,41 57 78 80 55 118 178,stand,,,
-156 687 0,56 43 82 80 195,stand,,,
-735 -201 0,45 46 140 144 141,stand,,,
-235 -289 0,46 95 66,stand,,,
-520 -87 0,46 65 61,stand,,,
-527 132 0,60 62 45 144 98 189,stand,,,
-526 431 0,63 61 64 71 112 175 176 188,stand,,,
-502 643 0,64 62 82,stand,,,
-511 798 -7,38 63 62,stand,,,
-377 -26 0,66 60 97 45 177,stand,,,
-183 -25 0,65 59 67 132,stand,,,
17 -24 0,68 96 66 106 177,stand,,,
218 -24 0,69 67 95 96 184,stand,,,
482 -24 0,70 51 68 88 103 179,stand,,,
643 46 2,52 53 69 92 179 88,stand,,,
-366 406 0,72 62,stand,,,
-208 418 0,71 81 73 187,stand,,,
73 409 0,72 79 74 186,stand,,,
236 409 0,75 73 79,stand,,,
420 409 0,74 76 77 102,stand,,,
578 370 0,53 75 83 78 87,stand,,,
584 575 0,54 78 55 75 85,stand,,,
477 623 0,79 77 56 76,stand,,,
237 579 0,80 78 55 73 74 178 181,stand,,,
17 643 0,81 79 56 57 117 102 195,stand,,,
-149 565 0,82 80 72 175,stand,,,
-331 641 0,63 81 57 43 116,stand,,,
684 417 0,84 76,stand,,,
818 522 0,85 83 91 86 53,stand,,,
859 703 0,86 84 77,stand,,,
668 715 0,85 55 84 54,stand,,,
536 255 0,88 76 182,stand,,,
513 113 0,69 87 103 182 70,stand,,,
774 32 0,92 93 90 52,stand,,,
989 199 -31,92 91 89,stand,,,
812 336 0,90 84 53 92,stand,,,
759 202 0,70 90 89 53 91,stand,,,
787 -212 0,51 89 52 139 138,stand,,,
335 -251 0,95 51 96 128 129,stand,,,
81 -287 0,59 94 68 132,stand,,,
248 -160 0,94 68 67,stand,,,
-384 117 -47,98 65 104 191,stand,,,
-369 303 -63,99 97 105 61 188,climb,4.50989 136.934 0,,
-145 311 -63,100 98 108 105 187,climb,47.6312 -63.7097 0,,
88 174 -63,99 101,stand,,,
341 214 -63,102 100 103 108 183,stand,,,
392 328 -7,75 101 80,stand,,,
377 92 -63,101 107 88 69,stand,,,
-304 154 -63,97 105,stand,,,
-207 193 -63,106 104 99 98,stand,,,
7 90 -63,105 107 67,stand,,,
225 109 -63,103 106 108,stand,,,
162 283 -63,101 107 99 186,climb,9.2395 117.29 0,,
-1004 210 -31,110 111,stand,,,
-850 264 -31,109 112 111,stand,,,
-837 133 -23,109 110 45,stand,,,
-796 334 0,113 110 62 145,stand,,,
-793 545 0,114 112 115 189,stand,,,
-817 690 0,115 113 44,stand,,,
-618 722 0,43 114 113,stand,,,
-205 839 0,117 82 175 194,stand,,,
-66 799 0,118 116 80 181 194,stand,,,
223 844 0,117 56 181 196,stand,,,
-301 -228 0,120 133 132 177,stand,,,
-391 -495 -63,121 119 122 142 123,stand,,,
-539 -750 -63,122 120,stand,,,
-369 -727 -63,121 120 123,stand,,,
-172 -615 -63,124 122 48 120 192,stand,,,
-4 -776 -63,123 125 48 126,stand,,,
177 -598 -63,126 124 193,stand,,,
411 -773 -63,127 125 124,stand,,,
549 -580 -63,128 126 50 49,stand,,,
356 -389 0,127 94 129 49,stand,,,
275 -329 0,130 94 128,stand,,,
216 -439 0,131 129,stand,,,
61 -392 0,130 132,stand,,,
-124 -440 0,119 133 131 66 95,stand,,,
-343 -330 0,119 46 132,stand,,,
363 -605 -63,135 50,stand,,,
145 -740 -63,136 134 49 137 193,stand,,,
-17 -621 -63,137 135 192,stand,,,
-263 -751 -63,47 136 135,stand,,,
617 -326 0,93 139 51 50,stand,,,
815 -346 0,93 138,stand,,,
-444 -467 -39,58 48,stand,,,
-839 -344 0,142 143 58 45,stand,,,
