324
-3674.85 1503.76 39.8551,1,stand,,,
-3380.39 1504.83 43.9447,0 2 61 310,stand,,,
-3379.71 1006.01 36.375,1 3 4,stand,,,
-3735.62 993.715 43.1702,2,stand,,,
-3351.84 738.919 32.1251,2 5 8,stand,,,
-3296.41 170.423 32.125,4 6,stand,,,
-2750.32 14.2762 30.9112,5 7 9,stand,,,
-2716.43 331.935 33.2392,6 8 159,stand,,,
-2806.84 805.132 32.1138,7 4 157,stand,,,
-2719.87 -364.475 39.1956,6 10 160 161,stand,,,
-2617.16 -941.703 20.0858,9 11 161,stand,,,
-2586.51 -1364 46.5738,10 12 28,stand,,,
-2427.5 -1197.59 34.2243,11 13 314,stand,,,
-2274.75 -1356.55 30.8526,12 14 313,stand,,,
-1959.93 -1038.11 20.45,13 15 136 161 312,stand,,,
-1769.63 -656.638 29.7148,14 16 138 312,stand,,,
-1481.6 -647.304 -13.7406,15 17,stand,,,
-1426.2 -653.372 -19.2785,16 18 229 231,stand,,,
-1379.82 -896.29 -22.7607,17 19,stand,,,
-1034.34 -1147.67 -35.5943,18 233 234,stand,,,
-687.131 -1361 -0.85619,85 84 230 235 234 236,stand,,,
-1003.3 -1537.72 -38.7649,236 237,stand,,,
-1068.42 -1800.64 -33.9859,237 238,stand,,,
-975.398 -2126.34 -19.3149,24 83 238 243,stand,,,
-1072.66 -2518.51 -24.2726,23 25 246,stand,,,
-1262.69 -2486.97 -20.3654,24 26 245,stand,,,
-1593.46 -2709.12 42.0033,25 27 29,stand,,,
-1998.84 -2306.68 44.1286,28 26 135 134,stand,,,
-2281.83 -1805.77 -6.42795,27 11 135 134,stand,,,
-1127.25 -3027.59 70.9804,26 30,stand,,,
-633.189 -3259.66 32.1256,29 31 246 247,stand,,,
-106.875 -3536.36 43.4875,30 32 122,stand,,,
464.106 -3541.85 57.7952,31 33 123,stand,,,
1024.98 -3576.04 68.8623,32 34 125,stand,,,
1610.21 -3631.07 53.6488,33 35 175 176,stand,,,
2126.35 -3360.59 34.6497,34 173 174 176,stand,,,
2607.52 -3108.85 39.6414,37 173,stand,,,
3166.59 -2986.61 40.1826,36 167 169,stand,,,
3617.04 -2617.99 34.1805,39 165 167,stand,,,
3763.5 -2041.06 0.35288,38 40 165 77 105,stand,,,
3884.48 -1466.09 -34.0375,39 41 77 104,stand,,,
3982.64 -902.546 -26.1634,40 42 103 104,stand,,,
4008.92 -328.589 -43.7259,41 43 103,stand,,,
3913.51 230.243 -64.371,42 44 102,stand,,,
3738.32 773.233 -54.6229,43 45,stand,,,
3345.25 1203.2 -47.0126,44 46 73 72,stand,,,
2944.11 1583.9 -50.9204,45 47 100,stand,,,
2383.02 1737.09 -64.8507,46 48 71,stand,,,
1794.49 1826.78 -48.1362,47 49,stand,,,
1204.4 1844.86 -56.076,48 50 69,stand,,,
766.327 2207.8 -5.90736,49 51 68,stand,,,
353.805 2441.15 41.3859,50 52,stand,,,
54.8014 2466.89 44.5042,51 53 148,stand,,,
-506.251 2494.93 48.108,52 54 151,stand,,,
-1040.39 2516.49 46.9139,53 55 152,stand,,,
-1611.91 2401.39 34.2677,54 56 155,stand,,,
-2137.27 2175.47 103.273,55 57,stand,,,
-1943.87 1667.9 58.5987,56 58 299,stand,,,
-2266.45 1403.54 36.812,57 59 62,stand,,,
-2619.33 1708.15 48.7874,58 60 61,stand,,,
-2687.33 2191.31 70.2822,59 304,stand,,,
-2968.75 1710.97 33.4403,59 1 156 306 307,stand,,,
-1976.68 1128.72 -20.6108,58 63 299 158,stand,,,
-1697.72 630.144 -44.1885,64 62 159 140,stand,,,
-1116.64 637.49 -61.3039,63 65 298 297,stand,,,
-560.325 708.428 -60.8995,64 66 298 322 142,stand,,,
6.95272 826.593 -83.3442,65 67 144 281 322,stand,,,
337.642 1270.75 -102.562,66 68 92,stand,,,
714.991 1696.01 -81.203,67 69 92 279 50,stand,,,
1273.34 1605.59 -88.7674,68 70 273 49,stand,,,
1692.44 1618.52 -100.209,69 71,stand,,,
2209.82 1393.62 -46.4861,70 72 147 47,stand,,,
2587.12 993.021 -125.949,71 73 95 100 45 94,stand,,,
2936.97 560.67 -101.476,72 74 101 45,stand,,,
3151.96 50.1807 -7.32156,73 75 96 102 103 272,stand,,,
3137.57 -489.94 32.1245,74 119 268 271 272,stand,,,
3015.75 -1397.6 -13.3417,77 78 258 269 104,stand,,,
3440.93 -1736.18 -36.0328,76 40 39,stand,,,
2630.34 -1773.9 36.9809,76 79 258 259,stand,,,
2267.84 -2190.2 47.5481,78 80 171 172 259,stand,,,
1775.82 -2468.09 34.8469,79 127 172 171 185,stand,,,
652.927 -2284.02 38.4947,82 129 179 182 183,stand,,,
93.9023 -2191.9 43.3319,81 83 120 121 182 84,stand,,,
-465.675 -2115 5.48709,82 23 84 247,stand,,,
-340.565 -1579.07 3.0257,83 85 20 82 163,stand,,,
-418.511 -986.696 -7.13375,84 20 86 162 163 230,stand,,,
-413.442 -747.073 -58.8259,85 196 222,stand,,,
-1190.98 -462.129 -18.7827,225 231,stand,,,
687.753 -826.504 -38.3338,89 111 202 110,stand,,,
845.337 -434.345 -42.7535,88 110 206 209 210 111,stand,,,
711.995 124.606 10.1922,99 209 315 320,stand,,,
926.154 1176.64 -27.6615,92,stand,,,
878.815 1222.89 -29.3466,91 68 67 93 316,stand,,,
1458.26 1128.88 -92.0428,92 94 145 273 318,stand,,,
1917.96 788.991 -72.1122,93 95 147 72 318,stand,,,
2424.43 516.201 -64.7289,94 96 97 72,stand,,,
2744.87 92.9372 -21.2099,95 74 97 272,stand,,,
2179.3 65.6046 36.1333,96 98 95,stand,,,
1641.99 59.9088 58.899,97 99 146,stand,,,
1136.84 58.6523 78.0674,98 90 146 319,stand,,,
2625.37 1447.52 -119.996,46 72,stand,,,
3428.3 561.749 -116.811,73 102,stand,,,
3646.01 63.6447 -102.62,101 43 74 103,stand,,,
3717.45 -471.242 -67.8401,102 104 268 42 74 41 271,stand,,,
3720.09 -974.014 -32.2592,103 40 105 41 76,stand,,,
3197.74 -1025.64 17.7745,104 269 39 271,stand,,,
2508.99 -916.234 -45.4543,107 265,stand,,,
1992.63 -909.4 -32.853,106 108,stand,,,
1701.46 -898.296 -23.875,107 116 215 249,stand,,,
1146.97 -890.78 -62.5494,212 213 215 216 217,stand,,,
948.535 -694.379 -49.9222,89 88 111 212 220,stand,,,
838.483 -988.248 -50.9082,88 110 211 89 213,stand,,,
405.976 -1165.14 43.6188,113 132 163 164 203 221,stand,,,
656.591 -1498.41 6.85281,112 114 120 186,stand,,,
889.894 -1884.78 6.75567,113 115 120 183 186,stand,,,
1471.52 -1798.5 32.403,114 116 184 257 259,stand,,,
1669.4 -1367.94 3.23722,115 108 253 258 259,stand,,,
1761.18 -415.582 45.8502,118 249,stand,,,
2332.85 -497.417 71.3972,117 119 267,stand,,,
2729.31 -561.248 52.5694,118 75 267,stand,,,
253.97 -1811.08 62.6674,113 82 164 114,stand,,,
35.4648 -2710.24 36.9269,82 122,stand,,,
-88.2174 -3099.57 31.7446,121 31 123,stand,,,
406.383 -3089.81 46.4821,122 124 32 182,stand,,,
867.345 -2962.5 -9.94767,123 125 129,stand,,,
871.036 -3195.19 37.3691,124 126 33,stand,,,
1452.31 -3168.2 32.1245,125 127 174 175,stand,,,
1508.79 -2618.46 34.4241,126 80 128 174 185,stand,,,
1090.99 -2665.59 38.0953,127 129,stand,,,
828.322 -2646.21 25.1528,128 124 81 182,stand,,,
151.214 -339.389 62.01,131 133 198 200,stand,,,
681.789 -483.375 104.824,130 132 189 190 199 200 205,stand,,,
767.57 -1039.83 81.8029,131 112 187 188 203,stand,,,
-289.677 -427.379 59.9318,130,stand,,,
-1617.42 -2115.38 -16.3841,135 245 248 27 28,stand,,,
-1959.07 -1681.62 4.31085,134 28 136 248 27,stand,,,
-1585.49 -1401.36 44.476,135 14 137,stand,,,
-1406.08 -1648.2 45.3356,136 241 248,stand,,,
-2106.97 -391.883 33.9498,15 139 160 161,stand,,,
-1814.35 46.3852 58.3838,138 140 160,stand,,,
-1355.42 137.461 56.974,139 141 63,stand,,,
-821.677 54.8036 90.9316,140 142,stand,,,
-308.679 20.5796 69.0395,141 143 65,stand,,,
218.923 106.799 53.3278,142 320 322,stand,,,
339.725 758.977 -78.1823,66 316,stand,,,
1254.13 648.417 -47.8096,93 146 317 318,stand,,,
1539.74 394.979 -30.4035,145 98 99,stand,,,
2064.97 1035.88 -34.5769,94 71 273,stand,,,
-26.1038 2429.41 39.5887,52 151 274,stand,,,
-41.3369 2050.8 11.7897,286 287 288 289,stand,,,
-275.584 1826.37 -87.8542,151 280 281 282 297,stand,,,
-326.686 2307.48 18.4174,150 53 148 152 283,stand,,,
-822.784 2073.99 -0.436187,54 153 151,stand,,,
-1010.4 1996.09 -10.125,152 154 282,stand,,,
-1076.79 2259.93 58.925,153 155 300,stand,,,
-1538.33 2135.48 42.925,154 55 301,stand,,,
-2921.33 1334.2 22.8851,61 157,stand,,,
-2667.02 1134.54 5.75434,156 158 8,stand,,,
-2286.98 841.571 -24.2825,157 159 62,stand,,,
-2177.06 346.521 -24.0607,158 160 63 7,stand,,,
-2217.82 -59.6893 -3.97968,159 138 9 139,stand,,,
-2260.44 -819.265 4.28806,138 14 10 9 312,stand,,,
-882.673 -882.852 49.994,85 227 228 230,stand,,,
-62.1084 -1067.87 33.6931,85 112 164 84 221,stand,,,
102.373 -1482.92 51.1275,163 120 112,stand,,,
3899.05 -2500.84 41.8377,38 39 166 270,stand,24.3457 21.5089 0,,
3922.86 -2692.41 45.8145,165,crouch,4.36584 92.8212 0,,
3407.36 -2790.74 31.9087,38 37 168,stand,15.2423 -42.8875 0,,
3676.72 -2910.97 38.0198,167,crouch,4.53613 164.139 0,,
2903.01 -2811.39 -12.7248,37 170,stand,14.8962 137.2 0,,
2722.99 -2635.12 37.9563,169 171,stand,16.9672 133.751 0,,
2517.36 -2393.25 36.3362,170 79 172 80,stand,11.4465 141.002 0,,
2234.08 -2636 32.2853,171 173 80 79,stand,10.238 -84.3224 0,,
2361.7 -3240.98 32.2454,172 36 35,stand,36.6547 38.4443 0,,
1755.31 -3048.72 30.9859,35 126 176 127,stand,27.5031 173.126 0,,
1422.28 -3458.94 32.7327,126 34,stand,14.0338 -69.9797 0,,
1818.68 -3356.13 33.1906,34 174 35,stand,57.0288 65.5586 0,,
1275.07 -2381.62 33.125,178 185,stand,61.8628 175.894 0,,
1084.24 -2341.87 35.0005,177 179 180 181,stand,30.0903 171.923 0,,
890.629 -2318.37 33.125,178 81 183,stand,69.2841 -178.239 0,,
929.736 -2470.09 42.1552,178,crouch,12.4792 33.6213 0,,
1234.12 -2286.51 39.2733,178,crouch,7.46948 -150.262 0,,
477.076 -2656.68 38.2891,129 123 82 81,stand,31.2988 -115.562 0,,
794.749 -2223.29 30.0944,114 179 81 184,stand,31.1285 -98.8298 0,,
1384.65 -2147.65 43.2896,183 115 185,stand,21.2848 8.7428 0,,
1359.82 -2399.28 32.8831,184 177 80 127,stand,37.8632 167.935 0,,
917.461 -1595.1 56.9821,114 113 187,stand,32.337 130.296 0,,
870.276 -1188.94 82.2895,186 132,stand,30.4364 109.229 0,,
738.77 -827.486 87.8947,132,crouch,11.441 -175.663 0,,
593.549 -290.206 125.403,131,crouch,9.71619 -121.445 0,,
789.497 -615.916 91.1635,131,crouch,10.7544 -158.052 0,,
128.014 -742.932 -29.5208,194 192 195,stand,53.4033 1.65662 0,,
246.118 -744.614 -29.469,191 193 201 221,stand,36.9952 83.4993 0,,
245.518 -593.951 -23.1857,192 194 199,stand,42.6971 171.044 0,,
131.351 -588.717 -22.6374,191 193 197,stand,31.8152 -112.64 0,,
-43.3392 -713.928 -42.4912,191 196,stand,27.157 171.741 0,,
-182.404 -689.801 -54.7178,195 86,stand,32.337 -167.884 0,,
144.989 -546.396 -20.0195,194 198,climb,5.22827 89.2067 0,,
139.821 -514.333 31.125,197 130,climb,63.9337 -93.8201 0,,
356.938 -565.595 22.8152,193 131 200,stand,59.0997 146.187 0,,
373.322 -461.959 42.822,199 130 131,stand,27.6733 146.874 0,,
380.576 -772.796 -29.5848,192 202,stand,21.2848 -14.5592 0,,
554.551 -806.628 -29.2722,201 88 203 204,stand,50.4645 -22.8484 0,,
537.047 -929.939 28.3807,202 112 132 221,stand,53.2275 75.5726 0,,
541.913 -774.312 -24.3677,202 205,climb,-5.30762 92.4916 0,,
532.995 -749.238 19.2836,204 131,stand,69.2841 -87.9424 0,,
701.395 -410.103 -36.4421,89 207 208 209,stand,28.5358 -19.558 0,,
706.703 -522.795 -4.5773,206,crouch,9.19983 -33.0327 0,,
709.1 -500.15 -35.0139,206,crouch,6.0907 82.6533 0,,
756.214 -118.727 -31.7256,206 90 89,stand,12.8253 88.6958 0,,
1043.07 -475.394 -44.0079,89,crouch,7.81555 -149.757 0,,
899.774 -1081.75 -57.7797,111,crouch,5.05249 116.667 0,,
1032.03 -764.312 -59.8347,109 110 216,stand,58.924 143.084 0,,
1030.85 -953.454 -54.8525,109 111 214,stand,33.3698 -158.211 0,,
1001.99 -1085.53 -60.5841,213,crouch,5.22827 62.9658 0,,
1326.05 -895.302 -56.5125,109 108 216,stand,28.5358 162.76 0,,
1194.32 -690.352 -56.9604,215 212 109 218 219,stand,58.4076 -167.368 0,,
1109.93 -1099.28 -57.359,109,crouch,7.46948 64.004 0,,
1188.35 -555.103 -58.8067,216,crouch,7.46948 -88.2775 0,,
1228.41 -608.061 -53.5651,216,crouch,5.57434 -107.619 0,,
1062.6 -583.049 -50.1166,110,crouch,6.26099 -169.258 0,,
206.366 -877.59 21.6258,192 163 203 112,stand,45.6305 65.9156 0,,
-523.96 -710.41 -61.5863,86 223,stand,74.4641 122.38 0,,
-625.41 -600.43 -57.4464,222 224,stand,65.3125 140.161 0,,
-790.214 -518.677 -40.5659,223 225 226,stand,26.1188 157.086 0,,
-969.884 -474.191 -26.4586,224 87,stand,23.5315 166.924 0,,
-775.396 -565.269 -37.9822,224 227,climb,-1.85242 -116.76 0,,
-794.312 -587.959 15.0273,226 162 228,stand,78.2654 141.716 0,,
-1284.6 -681.288 29.3352,162 229 227,stand,38.7256 166.232 0,,
-1363.6 -674.132 -17.3847,228 17,climb,4.8822 -6.59961 0,,
-789.701 -1134.32 25.363,162 20 85,stand,70.4926 -80.4937 0,,
-1330.78 -547.363 -18.4252,87 17 232,stand,76.1945 -144.555 0,,
-1411.3 -536.171 -12.9944,231,crouch,10.7544 -40.9594 0,,
-888.875 -1147.18 -40.5205,19,crouch,9.02405 -145.077 0,,
-906.583 -1226.32 -39.8759,19 235 20,stand,40.9668 132.559 0,,
-927.031 -1330.37 -42.1313,20 234 236,stand,32.8534 104.412 0,,
-929.071 -1481.39 -37.5934,235 21 20,stand,43.2135 -136.799 0,,
-1072.63 -1711.87 -39.0318,21 22 239,stand,52.8815 -110.036 0,,
-986.827 -1930.04 -25.7004,22 23,stand,84.3079 -84.3114 0,,
-1103.53 -1697.03 -36.4701,237 240,climb,15.072 152.576 0,,
-1131.4 -1680.85 17.019,239 241,crouch,5.05798 152.922 0,,
-1260.3 -1685 39.0364,240 137 242,stand,54.436 -171.85 0,,
-1196.59 -1825.69 31.2452,241 243,stand,28.8818 -61.8663 0,,
-1138.65 -2002.35 24.7874,242 23 244,stand,37.0007 -68.4252 0,,
-1250.06 -2278.01 24.2421,243 245,stand,31.4746 -124.016 0,,
-1412.01 -2293.03 8.40863,244 134 25,stand,35.6165 151.208 0,,
-1063.99 -2688.23 25.8871,24 30 247,stand,35.7922 -86.7229 0,,
-832.427 -2735.64 35.9711,83 246 30,stand,39.2419 -131.448 0,,
-1641.03 -1788.72 15.0983,137 134 135,stand,83.0994 -153.547 0,,
1731.55 -666.105 -19.875,108 117 250,stand,28.0194 86.4491 0,,
1505.24 -594.594 37.9034,249 251 256,stand,30.6122 -26.9847 0,,
1413.49 -721.438 57.3535,250 252,stand,72.569 -117.117 0,,
1285.24 -887.487 110.096,251 253 254 255,stand,52.5409 -39.5861 0,,
1350.31 -1067.93 89.9007,252 116 257,stand,41.3129 -21.6289 0,,
1251.13 -827.26 114.783,252,crouch,13.1714 -7.45654 0,,
1261.4 -980.79 109.535,252,crouch,14.8962 2.21143 0,,
1338.69 -341.699 102.802,250,crouch,7.99133 -48.3861 0,,
1339.96 -1282.76 79.4474,253 115,stand,22.323 -71.5233 0,,
2285.58 -1367.22 88.8446,116 76 78,stand,9.02954 22.4153 0,,
2126.23 -1744.47 41.2436,78 116 79 115,stand,20.0763 173.845 0,,
3095.92 -775.356 -21.7667,263 261 268,stand,42.3511 -93.095 0,,
3092.15 -918.814 -21.6659,260 262 269,stand,29.4037 164.342 0,,
2952.27 -930.008 -15.2944,261 263 264 269,stand,40.7965 77.3195 0,,
2953.21 -791.185 -18.5163,260 262 264,stand,31.8207 6.69934 0,,
2918.51 -844.196 -20.8095,263 262 265,stand,85 -165.616 0,,
2731.05 -858.772 -29.5706,264 106 266,stand,27.6733 -168.384 0,,
2718.04 -818.614 -25.9469,265 267,climb,7.99133 107.362 0,,
2704.04 -782.875 20.125,266 119 118,climb,74.986 -71.6936 0,,
3089.55 -617.679 21.1232,260 75 103 271,stand,44.2462 -70.8257 0,,
3064.42 -1027.73 -19.6126,76 261 262 105,stand,64.104 -35.2629 0,,
4070.39 -2536.57 47.0248,165,crouch,7.99133 125.143 0,,
3250.8 -660.371 28.1326,105 268 75 103,stand,25.7727 99.413 0,,
2948.32 -176.625 55.2865,75 96 74,stand,69.8059 138.42 0,,
1552.64 1299.49 -87.5187,93 69 147,stand,21.6309 -4.20459 0,,
7.94539 2365.7 18.2566,148 275,stand,62.0331 -78.8182 0,,
-0.247224 2249.75 8.125,274 276 284 285 286 290,stand,28.1952 -151.334 0,,
139.309 2184.61 8.125,275 277,stand,64.2798 -50.6713 0,,
152.516 2052.27 8.125,276 278 292,stand,34.9243 -98.8408 0,,
127.061 1836.49 -3.875,277 279 280,stand,33.8916 -92.282 0,,
437.586 1812.96 -60.0451,278 68,stand,19.5599 -7.84656 0,,
-89.7203 1864.62 -56.1538,278 150 281,stand,18.3514 179.492 0,,
-219.588 1181.61 -83.5598,280 66 150,stand,11.6168 -104.191 0,,
-975.652 1834.86 -48.3906,150 153 297 299,stand,15.072 101.797 0,,
-169.369 2257.87 4.50231,151 284,climb,14.2041 -5.41858 0,,
-130.929 2256.27 8.125,283 275,climb,13.6877 175.32 0,,
-125.145 2321.24 8.125,275,crouch,6.26648 -39.2118 0,,
25.9651 2173.6 8.125,275 149,stand,76.5405 -101.878 0,,
-155.756 1984.88 9.65364,149,crouch,11.1005 40.7412 0,,
-58.7191 1976.52 15.1561,149,crouch,9.5459 -84.6073 0,,
-144.47 2084.83 11.9849,149,crouch,8.50769 -158.523 0,,
84.7889 2285.2 8.125,275 291,stand,54.436 7.74922 0,,
181.296 2281.94 72.125,290,crouch,18.6975 -146.263 0,,
323.934 1996.4 11.202,277 293 294 295 296,stand,6.60706 100.122 0,,
370.186 2220.58 8.125,292,crouch,8.50769 -134.002 0,,
365.302 1942.09 9.99396,292,crouch,5.22827 126.028 0,,
377.153 1996.15 15.2821,292,crouch,9.89197 1.71224 0,,
304.202 1943.07 14.5622,292,crouch,7.81555 -92.2209 0,,
-896.292 1262.85 77.396,282 298 64 150,stand,21.4606 -68.3915 0,,
-727.646 869.502 -16.515,297 65 64,stand,33.3698 -55.9605 0,,
-1632.54 1618.32 -13.8615,282 57 62,stand,9.71619 -156.271 0,,
-1065.86 2429.85 42.925,154,crouch,4.36584 -115.347 0,,
-1696.01 2096.44 42.925,155 302 303,stand,14.2041 -165.939 0,,
-1787.3 2230.45 42.925,301,crouch,6.43677 -28.8517 0,,
-1698.57 1913.83 42.925,301,crouch,6.95313 55.754 0,,
-2791.01 1977.09 34.125,60 305 307 308,stand,28.0194 -116.561 0,,
-3094.57 1988.93 34.125,304 306 309,stand,65.4883 -95.8409 0,,
-3090.95 1828.39 32.3117,305 61 310,stand,43.5596 -63.9036 0,,
-2830.87 1855.44 32.2042,304 61,stand,39.4177 -117.083 0,,
