370
-682 -3277.5 1.30345,1 94 95,stand,,,
-1220 -3372.5 -0.0118446,88 17 93 0 95 2 36 340,stand,,,
-1399 -2777.5 0.975643,1 96 97 80,stand,,,
-2607.5 616 18.1844,230 46 335 330,stand,,,
-1709.5 1682 10.0911,229 43 323 366,stand,,,
-848.5 992 3.34106,225 226 227 204,stand,,,
-153 942.5 8.26425,74 204 219 220 225,stand,,,
511 1537.5 10.821,8 220,stand,,,
1271 1469.5 11.4061,223 7,stand,,,
1109 1821.5 14.5402,320 321 10,stand,,,
1502 2032.5 16.7993,321 322 9,stand,,,
3567 606.5 3.54292,253 254 260 273,stand,,,
3407.5 -385 4.62463,251 252 255 284,stand,,,
2381.5 310 0.578563,272 273 247 248 280,stand,,,
1752 -1683.5 2.75395,125 128 130 243 248,stand,,,
88 -3288.5 3.70811,295 19 369,stand,,,
424 -4224.5 -4.02353,18 19 92 35 296,stand,,,
-764 -3929.5 9.20147,88 91 1,stand,,,
160 -4240.5 -2.73287,90 16 19 295,stand,,,
296 -3864.5 -1.48195,16 18 89 35 15,stand,,,
41 3189.5 0.116634,311 309 23 26 25 312,stand,,,
1461 2829.5 0.817714,22 307 310 321 322,stand,,,
1869 3265.5 5.63366,306 21,stand,,,
253 2989.5 1.27111,20 309 24 25 313,stand,,,
297 2881.5 2.06028,23 26,stand,,,
33 2661.5 -0.486439,26 20 23 315 316,stand,,,
269 2701.5 2.0428,25 308 24 20 315 316,stand,,,
2534 2400.5 10.2942,263 265,stand,,,
3046 2240.5 7.12846,262 263 270,stand,,,
3876.5 1630 0.613689,301 261,stand,,,
3938.5 -1658 4.75462,258 249 287,stand,,,
3690.5 -2446 0.124981,285 287 300,stand,,,
2526 -3562.5 11.429,53 291 288 123 368,stand,,,
2966.5 -2866 0.316219,285 53 288 367 368,stand,,,
1392 -3712.5 -2.82351,292 294 365,stand,,,
648 -3896.5 -2.87029,294 19 295 16,stand,,,
-2001.5 -3361 0.94865,339 1 340,stand,,,
-3481.5 -3257 0.167339,345 344 364,stand,,,
-3497.5 -1273 4.84015,347 348 78,stand,,,
-3761.5 -417 18.9434,333 232 332 348,stand,,,
-3297.5 2423 -2.09223,328 353 355,stand,,,
-2609.5 2999 1.09475,353 354 357 359,stand,,,
-1161 3077.5 1.31231,312 313 314 359,stand,,,
-1313 2041.5 13.1106,44 229 4 318,stand,,,
-689 2193.5 1.90834,318 314 43,stand,,,
-649 1793.5 6.93475,318 319,stand,,,
-2546.5 328 16.9154,230 3 232 233,stand,,,
-1634.5 652 16.6903,227 72 230 231 235,stand,,,
385.4 -1379.4 14.125,185,stand,,,
502.6 -703.4 14.125,188,stand,,,
196.6 157.4 14.125,218,stand,,,
1948 -4388.5 36.3631,291 292 293 298,stand,,,
2484 -4384.5 53.4205,291 299,stand,,,
3184.5 -3804 13.4586,33 286 288 289 32 291 299 67,stand,,,
732.5 -1084 256.125,134 136 168,stand,,,
188 -1256.5 256.125,136 137,stand,,,
-288 -888.5 256.125,137 138 140,stand,,,
-200.5 212 256.125,157 159 153,stand,,,
-464 -7.5 256.125,157 160 159,stand,,,
432 292.5 256.125,152 158 153,stand,,,
952.5 -372 256.125,147,stand,,,
780.5 -380 512.125,172 173,stand,,,
-88.5 -836 512.125,174 175,stand,,,
4302.5 22 8.42654,254 255 252,stand,,,
2661 3325.5 10.7406,65 305 306,stand,,,
3449 3209.5 -2.18897,303 64,stand,,,
4217 2437.5 0.464916,302 303,stand,,,
3944.5 -4292 41.2231,290 299 68 53,stand,,,
4438.5 -3414 14.687,290 67 300,stand,,,
1422 -3093.5 2.29356,104 105 106 107 108,stand,,,
987.5 -2472 3.77154,103 104,stand,,,
-733.5 -949 9.09614,209 236 237,stand,,,
-1514.5 -339 0.129833,208 47 231 236,stand,,,
-733.5 47 6.07006,201,stand,,,
-277 461.5 12.1031,204 6,stand,,,
611 481.5 22.2084,219 221 222,stand,,,
1153.5 793 17.6738,222 223 271 275 224,stand,,,
1331.5 -287 7.77899,217 240 272,stand,,,
