525
-50.5181 -2195.25 121.251,1 289 336,stand,,,
-10.9149 -1753.02 119.978,0 79 291 335,stand,,,
-21.3191 -1453.22 106.28,79 291 83 333 334,stand,,,
-627.798 -1467.87 122.458,4 12 13 14 293 331 332,stand,,,
-681.093 -1898.47 207.106,3 5 9 12 10 293 294 329,stand,,,
-709.404 -2340.53 208.125,4 6 6 294 318 326,stand,,,
-1036.62 -2337.7 212.125,5 7 9 8 5 327,stand,,,
-1396.76 -2296.75 208.125,6 8 9 321,stand,,,
-1423.12 -2068.89 209.233,7 9 6,stand,,,
-1058.4 -2104.48 208.125,8 6 7 4 10 294,stand,,,
-1056.49 -1949.48 212.125,9 11 4 294,stand,,,
-1051.19 -1699.61 212.125,10 12,stand,,,
-1043.23 -1502.37 108.404,11 4 3 14 13 29 293,stand,,,
-798.777 -1166.92 74.2097,3 14 12 69 70 30 319,stand,,,
-1161.34 -1254.03 63.4069,13 12 3 15 29 30 68 69,stand,,,
-1558.74 -1289.44 8.125,14 16 29 34 513,stand,,,
-1722.48 -1515.68 8.125,15 17 28 514,stand,,,
-1864.3 -1520.37 8.125,16 18 302,stand,,,
-1887.85 -1358.84 26.125,17 19 507,stand,,,
-2031.85 -1325.55 26.125,18 20 506 508,stand,,,
-2362.35 -1375.29 42.125,19 503 505,stand,,,
-2421.37 -951.542 26.125,299 499 501 503,stand,,,
-2134.54 -450.115 1.58645,23 35 36 295 479 497,stand,,,
-2111.93 -652.206 26.125,22 24 493 498,stand,,,
-1888.04 -658.752 26.125,23 25 495 496,stand,,,
-1849.55 -849.038 26.125,24 26 498 520,stand,,,
-1954.43 -1073.96 26.125,25 508,stand,,,
-2079.4 -978.951 26.125,498 499 508,stand,,,
-1474.6 -1536.48 10.0511,16 29,stand,,,
-1226.77 -1321.27 46.8153,28 14 15 12,stand,,,
-1184.02 -1058.29 46.0535,14 31 68 13,stand,,,
-1193.56 -655.874 12.125,30 32 67 68,stand,,,
-1240.69 -434.595 14.23,31 33 67 292,stand,,,
-1527.42 -449.811 11.2924,32 35 50 521,stand,,,
-1600.57 -1059.58 7.125,15 519 518 524,stand,,,
-1856.18 -428.6 9.70328,33 22 50 36 497,stand,,,
-2054.01 -63.7261 15.5722,22 37 46 44 35 477,stand,,,
-2084.75 191.197 15.2847,36 38 44 46 43,stand,,,
-2264.19 403.844 14.5991,37 39 43 483,stand,,,
-2241.15 614.2 10.7645,38 40 42 476,stand,,,
-2227.88 1048.3 14.8577,39 41 303,stand,,,
-1947.35 1048.56 10.7849,40 42,stand,,,
-1805.35 701.359 14.5819,41 39 43,stand,,,
-1790.6 414.417 12.125,38 44 42 37 47,stand,,,
-1763.83 196.946 16.125,43 37 45 46 36,stand,,,
-1534.06 110.346 12.2867,44 46 49 51 50,stand,,,
-1787.83 -27.8083 9.15241,45 44 36 37 50 51,stand,,,
-1687.03 522.677 14.3225,43 48 262,stand,,,
-1477.82 487.437 19.125,47 49,stand,,,
-1453.97 215.461 19.125,48 45 52,stand,,,
-1584.29 -261.724 8.125,46 35 33 51 45,stand,,,
-1412.59 -15.5771 10.2127,50 46 45 61 292,stand,,,
-1247.94 230.464 19.125,49 53 61,stand,,,
-1281.94 431.839 19.125,52 54,stand,,,
-1361.57 544.513 19.125,53 55,stand,,,
-1152.71 555.086 187.125,54 56,stand,,,
-1048.56 552.622 187.125,55 57,stand,,,
-1081.15 435.708 187.125,56 58,stand,,,
-1273.14 350.353 187.125,57 59,stand,,,
-1209.66 173.935 187.125,58 60,stand,,,
-1049.67 182.814 187.125,59,stand,,,
