249
129.107 -1274.26 16.125,1 111,stand,,,
-49.9001 -1285.51 16.125,0 2,stand,,,
-83.0899 -1081.52 8.125,1 3 110 111,stand,,,
-400.563 -645.676 0.124998,2 4 149 15,stand,,,
-683.599 -328.2 8.125,3 5 14,stand,,,
-1037.81 -131.897 0.124998,4 6,stand,,,
-1110.33 16.5054 0.124998,5 7 198 208,stand,,,
-1109.76 182.284 -55.875,6 8 9 13,stand,,,
-1290.22 329.89 -55.875,7 11 236,stand,,,
-1128.09 360.01 -55.875,7 10 151,stand,,,
-1153.41 501.232 -55.875,9 11,stand,,,
-1348.47 502.361 -95.875,10 12 8,stand,,,
-1352.94 812.85 -215.875,11 62 155 220,stand,,,
-709.802 154.246 -55.875,7 14 150 157 199,stand,,,
-671.982 -222.117 8.125,13 4 15,stand,,,
-160.954 -263.422 8.125,14 16 3 193,stand,,,
37.2851 -369.651 8.125,15 17 145 146 147 149 215,stand,,,
21.4215 -69.1314 8.125,16 238 237,stand,,,
-55.9047 773.396 -127.875,19 238,stand,,,
-289.025 852.837 -127.875,18 20 25 27 124,stand,,,
-390.214 783.831 -127.875,19 21,stand,,,
-708.84 791.895 -191.875,20 22 24,stand,,,
-709.862 1103.82 -255.875,21 177,stand,,,
-862.57 1105.62 -255.875,24 178,stand,,,
-813.617 646.463 -191.875,23 25 21 201,stand,,,
-310.39 655.063 -127.875,24 26 19 123,stand,,,
-192.122 369.249 -127.875,25 122 191 202 238,stand,,,
-186.694 924.628 -127.875,19 28,stand,,,
-177.188 1022.56 -159.875,27 29 233,stand,,,
-36.6565 1013.83 -199.875,28 30 31,stand,,,
-80.4332 1341.96 -255.875,29 90 128 186,stand,,,
124.774 1003.83 -199.875,29 32 90,stand,,,
257.593 1019.28 -159.875,31 33 232,stand,,,
281.179 842.894 -127.875,32 34 35 39,stand,,,
128.009 708.17 -127.875,33 237,stand,,,
411.122 792.843 -127.875,33 36 39 41,stand,,,
771.749 803.139 -187.414,35 37 38 42,stand,,,
739.632 1269.47 -255.875,36 74 75,stand,,,
820.766 656.351 -191.875,36 39 117 203,stand,,,
424.04 639.371 -127.875,38 33 40 35,stand,,,
305.314 378.302 -127.875,39 121 237,stand,,,
377.056 1079.11 -127.875,35 144,stand,,,
993.197 868.216 -117.877,36 43 229,stand,,,
1378.1 778.458 -121.875,42 44 101 204,stand,,,
1441.12 1059.73 -121.875,43 45 96,stand,,,
1502.08 1298.71 -119.875,44 46 214,stand,,,
1392.8 1749.12 -119.875,45 47 100 205,stand,,,
1088.89 1783.08 -119.875,46 48 99 181 212 213,stand,,,
1088.86 1970.23 -119.875,47 49 100,stand,,,
1074.06 2247.71 -119.875,48 50,stand,,,
677.447 2260.67 -103.875,49 211 222 228 245,stand,,,
676.432 3073.83 -127.875,52 85 222 225,stand,,,
36.3227 3062.75 -127.875,51 53 140 210,stand,,,
-330.909 3050.43 -127.875,52 54 162 234,stand,,,
-447.966 2930.48 -130.225,53 55 131 132 163 209,stand,,,
-637.947 3134.51 -127.875,54 56 162,stand,,,
-793.577 2964.53 -127.875,55 57 163,stand,,,
-1068.82 2688.61 -255.875,56 58 247,stand,,,
-1068.66 2035.05 -255.875,57 59 66,stand,,,
-1068.68 1822.08 -255.875,58 60 65,stand,,,
-1264.03 1820.02 -255.875,59 61 161,stand,,,
-1377.1 1529.5 -255.875,60 62 221 235 240,stand,,,
-1375.27 1163.14 -255.875,61 63 154 12 197 239,stand,,,
-1106.7 1316.96 -255.875,62 64,stand,,,
-873.446 1338.12 -255.875,63 65 138 178,stand,,,
-843.92 1807.09 -255.875,64 59 66 137,stand,,,
-828.189 2023.17 -255.875,65 58 67,stand,,,
-416.064 2017.92 -127.875,66 68,stand,,,
-281.645 2024.69 -131.116,67 69 127,stand,,,
14.8179 2024.82 -128.198,68 70 139,stand,,,
345.363 2022.57 -127.875,69 71 141,stand,,,
564.914 2040.75 -127.875,70 72,stand,,,
876.666 1990.04 -255.875,71 73,stand,,,
931.689 1796.36 -255.875,72 93 188,stand,,,
890.65 1277.72 -255.875,37 188,stand,,,
676.558 1392.5 -255.875,37 76 171,stand,,,
704.754 1645.22 -255.875,75 77 173 188 243,stand,,,
598.095 1729.69 -255.875,76 78,stand,,,
593.879 1863.28 -315.875,77 174,stand,,,
239.231 2237.91 -315.875,80 175,stand,,,
186.223 2455.12 -255.875,79 81 88 130,stand,,,
212.199 2910.51 -192.843,80 82 131,stand,,,
340.393 2912.56 -148.875,81 83 86 223,stand,,,
349.991 2963.88 -148.875,82 84,climb,1.80176 90.9093 0,,
340.765 3003.13 -127.875,83 85,climb,5.49866 -92.1833 0,,
354.959 3052.33 -127.875,84 51,stand,,,
518.086 2289.48 -148.875,82 87,stand,,,
560.875 2289.47 -155.875,86 245,climb,0.648193 -0.925405 0,,
194.486 2110.16 -255.875,80 167,stand,,,
162.685 1667.95 -255.875,167 169 128 172,stand,,,
123.244 1265.51 -255.875,30 31 172,stand,,,
259.363 1390.08 -255.875,170 172,stand,,,
419.243 1644.08 -255.875,169 173,stand,,,
1098.01 1770.06 -255.875,73 94,stand,,,
1111.52 1436.52 -255.875,93 95,stand,,,
1159.75 1108.04 -119.875,94 96,stand,,,
1249.03 1084 -119.875,44 95 179,stand,,,
1259.56 1562.54 -119.875,98 179,stand,,,
1255.18 1592.88 -119.875,97 99,climb,4.28467 93.1952 0,,
1252.03 1632.38 -119.875,98 47,climb,3.54309 -89.8865 0,,
1417.41 2002.29 -119.875,46 48 246,stand,,,
1467.32 644.482 -121.875,43 102,stand,,,
1467.31 342.303 -55.875,101 184,stand,,,
1050.73 281.851 -55.875,104 164 184 218,stand,,,
962.889 26.7925 8.125,103 105 164 219,stand,,,
756.439 0.324721 8.125,104 106,stand,,,
734.486 -310.156 8.125,105 107 147 148,stand,,,
726.524 -613.182 0.125,106 108 148 166,stand,,,
567.441 -778.926 0.125,107 109,stand,,,
425.754 -1011.65 8.125,108 187,stand,,,
71.7707 -1001.2 3.97927,2 111 149 187,stand,,,
144.314 -1096.1 8.125,0 2 110 112,stand,,,
685.556 -1099.48 -111.875,111 113,stand,,,
685.414 -694.043 -191.875,112 114 120,stand,,,
685.298 -201.065 -191.875,113 115 118 182 183,stand,,,
675.81 111.06 -191.875,114 116,stand,,,
680.165 408.627 -191.875,115 117 182 183,stand,,,
842.149 416.96 -191.875,116 38,stand,,,
905.613 -171.283 -191.875,114 119,stand,,,
895.838 -485.557 -191.875,118 120,stand,,,
874.882 -677.913 -191.875,119 113,stand,,,
213.04 -60.2162 -127.875,40 122 217 230,stand,,,
-176.076 -61.0097 -127.875,121 26 123 231,stand,,,
-397.109 139.283 -127.875,122 25 216,stand,,,
-319.175 1132.88 -125.875,19 125 248,stand,,,
-286.724 1262.43 -147.875,124 126,stand,,,
-269.768 1925.86 -155.076,125 127,climb,0.362549 91.6956 0,,
-269.774 1964.13 -127.875,126 68,climb,7.77832 -91.6443 0,,
-88.0189 1532.63 -255.875,30 129 89 190,stand,,,
-107.515 1867.61 -255.875,128 130,stand,,,
-71.1283 2265.17 -259.291,129 131 80,stand,,,
-136.812 2627.24 -273.372,130 54 81 132,stand,,,
-390.035 2414.53 -280.271,131 133 54,stand,,,
-437.37 1766.08 -290.946,132 134 137,stand,,,
-465.504 1343.84 -297.722,133 135 136 138,stand,,,
-207.132 1351.61 -311.875,134 186,climb,-0.719604 -2.25403 0,,
-591.055 1268.15 -255.875,134 177,stand,,,
-685.234 1668.34 -255.875,133 65 138,stand,,,
-680.227 1429.96 -255.875,137 64 134 200,stand,,,
43.4118 2366.95 -127.875,69 140 196,stand,,,
5.37675 2714.43 -127.875,139 52,stand,,,
350.665 1964.13 -127.875,70 142,climb,3.42773 -89.3536 0,,
348.531 1925.88 -147.875,141 143,climb,2.18628 90.8112 0,,
362.663 1428.84 -147.875,142 144 195,stand,,,
374.614 1164.13 -127.875,143 41,stand,,,
-47.1279 -21.0407 8.125,16 238,stand,,,
104.07 -4.30361 8.125,16 237,stand,,,
209.776 -265.455 8.125,16 106 148 194,stand,,,
433.613 -457.763 8.125,106 149 147 107 207,stand,,,
